origLate,gaNum,orig,docID,groupID,primaryName,lang,userID,v11n,origEarly,shelfInstances.shelfInstance.instCountry,shelfInstances.shelfInstance.shelfID,shelfInstances.shelfInstance.originYearDescription,shelfInstances.shelfInstance.instURL,shelfInstances.shelfInstance.instPlace,shelfInstances.shelfInstance.instNameCustom,shelfInstances.shelfInstance.instID,shelfInstances.shelfInstance.leavesDescription,shelfInstances.shelfInstance.formerGANumber,shelfInstances.shelfInstance.shelfNumber,shelfInstances.shelfInstance.instLogoURL,shelfInstances.shelfInstance.instName,shelfInstances.shelfInstance.instGeoLocator,shelfInstances.shelfInstance.contentOverview,shelfInstances
1199.0,1962.0,"XI/XII",31962.0,"",1962.0,"g","","",1000.0,"Austria",2241.0,"XI/XII","http://www.onb.ac.at/","Wien","",0.0,227.0,"","Theol. gr. 157","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","pK †",
1599.0,1963.0,"XVI",31963.0,"",1963.0,"g","","",1500.0,"France",2242.0,"XVI","","Besançon","",0.0,262.0,"","Ms. 169","","Bibliothèque municipale ","","pK",
1499.0,1964.0,"XV",31964.0,"",1964.0,"g","","",1400.0,"France",2243.0,"XV","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,262.0,"","Gr. 224 A","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","R 1,11-5,18; 7,5-16,27; 1K 1,1-23; H",
1399.0,1965.0,"XIV",31965.0,"",1965.0,"g","","",1300.0,"France",2244.0,"XIV","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,11.0,"","Suppl. Gr. 1001, fol. 3.3a-12","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","R 16,2-13; Kol 1,1-4; 2T 2,19-4,22; H 1,1-2.",
1299.0,1966.0,"XIII",31966.0,"",1966.0,"g","","",1200.0,"Greece",2245.0,"XIII","","Patmos","",0.0,271.0,"",87.0,"","St. John the Theologian Monastery","","e",
1499.0,1967.0,"XV",31967.0,"",1967.0,"g","","",1400.0,"Vatican City",2246.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,14.0,"","Ottob. gr. 74, fol. 267-280","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","R 1,1-2,26",
1099.0,1968.0,"XI",31968.0,"",1968.0,"g","","",1000.0,"Vatican City",2247.0,"XI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,2.0,"","Pal. gr. 423, fol. 7.8","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pPK: Kol1Th",
1299.0,1969.0,"XIII",31969.0,"",1969.0,"g","","",1200.0,"France",2248.0,"XIII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,357.0,"","Coislin Grec 29","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","pK",
1199.0,1970.0,"XII",31970.0,"",1970.0,"g","","",1100.0,"France",2249.0,"XII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,177.0,"","Coislin Grec 30","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","pK †",
1199.0,1971.0,"XII",31971.0,"",1971.0,"g","","",1100.0,"France",2250.0,"XII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,348.0,"","Coislin Grec 95","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","pK",
1299.0,1972.0,"XIII",31972.0,"",1972.0,"g","","",1200.0,"France",2251.0,"XIII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,227.0,"","Coislin Grec 217","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","pK",
1299.0,1973.0,"XIII",31973.0,"",1973.0,"g","","",1200.0,"Greece",2252.0,"XIII","http://www.nlg.gr/","Athens","",0.0,319.0,"","EBE 96","","National Library","","pK",
1199.0,1974.0,"XII",31974.0,"",1974.0,"g","","",1100.0,"Spain",2253.0,"XII","http://es.wikipedia.org/wiki/Real_Biblioteca_de_San_Lorenzo_de_El_Escorial","Escorial","",0.0,152.0,"","X.IV.15","","Real Biblioteca del Monasterio de El Escorial","","pP †:  R-2Th",
1399.0,1975.0,"XIV",31975.0,"",1975.0,"g","","",1300.0,"Italy",2254.0,"XIV","http://www.bub.unibo.it/","Bologna","",0.0,19.0,"",2378.0,"","Biblioteca Universitaria","","pP:        E-1Th",
1299.0,1976.0,"XIII",31976.0,"",1976.0,"g","","",1200.0,"Italy",2255.0,"XIII","http://www.bml.firenze.sbn.it/","Florence","",0.0,143.0,"","Pluteo    VI. 8","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","pPK †: Ph-H",
1399.0,1977.0,"XIV",31977.0,"",1977.0,"g","","",1300.0,"Italy",2256.0,"XIV","http://www.bml.firenze.sbn.it/","Florence","",0.0,602.0,"","Pluteo X. 9","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","pK †",
1499.0,1978.0,"XV",31978.0,"",1978.0,"g","","",1400.0,"Italy",2257.0,"XV","http://www.bml.firenze.sbn.it/","Florence","",0.0,529.0,"","Pluteo    XI. 7","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","pK",
1599.0,1979.0,"XVI",31979.0,"",1979.0,"g","","",1500.0,"Italy",2258.0,"XVI","http://www.bml.firenze.sbn.it/","Florence","",0.0,136.0,"","Conv. Soppr. 21","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","pPK: R",
1099.0,1980.0,"XI",31980.0,"",1980.0,"g","","",1000.0,"Italy",2259.0,"XI","http://www.ambrosiana.it/","Milan","",0.0,316.0,"","A. 62 inf.","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","pK †",
1099.0,1981.0,"XI",31981.0,"",1981.0,"g","","",1000.0,"Italy",2260.0,"XI","http://www.ambrosiana.it/","Milan","",0.0,190.0,"","C. 295 inf.","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","pK †",
1099.0,1982.0,"XI",31982.0,"",1982.0,"g","","",1000.0,"Italy",2261.0,"XI","http://www.ambrosiana.it/","Milan","",0.0,323.0,"","D. 541 inf.","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","pK †",
1299.0,1983.0,"XIII",31983.0,"",1983.0,"g","","",1200.0,"Italy",2262.0,"XIII","http://www.ambrosiana.it/","Milan","",0.0,268.0,"","E. 2 inf.","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","pPK: H",
1399.0,1984.0,"XIV",31984.0,"",1984.0,"g","","",1300.0,"Italy",2263.0,"XIV","","Naples","",0.0,436.0,"","Ms. II. B. 23","","Biblioteca Nazionale ","","pK",
1561.0,1985.0,1561.0,31985.0,"",1985.0,"g","","",1561.0,"Italy",2264.0,"XVI","","Naples","",0.0,562.0,"","Ms. II. B. 24, fol. 354-925","","Biblioteca Nazionale ","","pK",
1199.0,1986.0,"XII",31986.0,"",1986.0,"g","","",1100.0,"Vatican City",2265.0,"XII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,189.0,"","Barb. gr. 574","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK †",
1399.0,1987.0,"XIV",31987.0,"",1987.0,"g","","",1300.0,"Italy",2266.0,"XIV","http://www.casanatense.it/","Rome","",0.0,531.0,"",1298.0,"","Biblioteca Casanatense","","pK †",
1199.0,1988.0,"XII",31988.0,"",1988.0,"g","","",1100.0,"Vatican City",2267.0,"XII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,380.0,"","Vat. gr. 549","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pPK †:R-E",
1099.0,1989.0,"XI",31989.0,"",1989.0,"g","","",1000.0,"Location unknown",2268.0,"XI","","Location unknown","",0.0,"?","","(früher: Leros, Kastru, 8)","","Zuletzt: Greece","","e",
1099.0,1990.0,"XI",31990.0,"",1990.0,"g","","",1000.0,"Location unknown",2269.0,"XI","","Location unknown","",0.0,"?","","(früher: Leros, Kastru, 9)","","Zuletzt: Greece","","e",
1299.0,1991.0,"XIII",31991.0,"",1991.0,"g","","",1200.0,"Vatican City",2270.0,"XIII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,204.0,"","Vat. gr. 646","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK",
1232.0,1992.0,1232.0,31992.0,"",1992.0,"g","","",1232.0,"Vatican City",2271.0,"XIII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,338.0,"","Vat. gr. 648","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK",
1099.0,1993.0,"XI",31993.0,"",1993.0,"g","","",1000.0,"Vatican City",2272.0,"XI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,97.0,"","Vat. gr. 692","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pPK†:1K-E",
1599.0,1994.0,"XVI",31994.0,"",1994.0,"g","","",1500.0,"Vatican City",2273.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,437.0,"","Vat. gr. 1222","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","R; 1.2K; E; 1.2T; H",
1499.0,1995.0,"XV",31995.0,"",1995.0,"g","","",1400.0,"Vatican City",2274.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,294.0,"","Vat. gr. 2180","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK †",
1499.0,1996.0,"XV",31996.0,"",1996.0,"g","","",1400.0,"Vatican City",2275.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,294.0,"","Ottob. gr. 17","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK",
999.0,1997.0,"X",31997.0,"",1997.0,"g","","",900.0,"Vatican City",2276.0,"X","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,268.0,"","Pal. gr. 10","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK †",
999.0,1998.0,"X",31998.0,"",1998.0,"g","","",900.0,"Vatican City",2277.0,"X","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,181.0,"","Pal. gr. 204","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK",
1399.0,1999.0,"XIV",31999.0,"",1999.0,"g","","",1300.0,"Italy",2278.0,"XIV","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,196.0,"","Gr. Z. 36 (350)","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","pK",
1399.0,2000.0,"XIV",32000.0,"",2000.0,"g","","",1300.0,"Greece",2279.0,"XIV","http://www.monastiria.gr/mount-athos-koutloumousiou-monastery/?lang=en","Athos","",0.0,360.0,"",129.0,"http://ntmss.info/instlogos/Koutloumousiou2.png","Koutloumousiou Monastery","","pK",
1199.0,2001.0,"XII",32001.0,"",2001.0,"g","","",1100.0,"Greece",2280.0,"XII","","Patmos","",0.0,236.0,"",63.0,"","St. John the Theologian Monastery","","pPK: R-2K",
1299.0,2002.0,"XIII",32002.0,"",2002.0,"g","","",1200.0,"Greece",2281.0,"XIII","","Patmos","",0.0,208.0,"",116.0,"","St. John the Theologian Monastery","","pPK †: 1K-Tt",
1499.0,2003.0,"XV",32003.0,"",2003.0,"g","","",1400.0,"Netherlands",2282.0,"XV","","Groningen","",0.0,189.0,"","Hs. 1","","University Library","","p †",
1199.0,2004.0,"XII       ",32004.0,"",2004.0,"g","","",1100.0,"Spain",2283.0,"XII","http://es.wikipedia.org/wiki/Real_Biblioteca_de_San_Lorenzo_de_El_Escorial","Escorial","",0.0,158.0,"","T. III. 17, f. 1-158","","Real Biblioteca del Monasterio de El Escorial","","p",
1299.0,2005.0,"XIII",32005.0,"",2005.0,"g","","",1200.0,"Spain",2284.0,"XIII","http://es.wikipedia.org/wiki/Real_Biblioteca_de_San_Lorenzo_de_El_Escorial","Escorial","",0.0,100.0,"","Ψ. III. 02","","Real Biblioteca del Monasterio de El Escorial","","apP †: Act2K-H",
999.0,2006.0,"X",32006.0,"",2006.0,"g","","",900.0,"Vatican City",2285.0,"X","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,256.0,"","Reg. gr. 4","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pPK: R",
1099.0,2007.0,"XI",32007.0,"",2007.0,"g","","",1000.0,"Italy",2286.0,"XI","http://www.bml.firenze.sbn.it/","Florence","",0.0,392.0,"","Pluteo    IX. 10","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","pK †",
1299.0,2008.0,"XIII",32008.0,"",2008.0,"g","","",1200.0,"Vatican City",2287.0,"XIII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,204.0,"","Vat. gr. 636","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","pK",
1599.0,2009.0,"XVI",32009.0,"",2009.0,"g","","",1500.0,"Denmark",2288.0,"XVI","http://www.kb.dk/en/","Copenhagen","",0.0,77.0,"","Thott. 14 2°","http://ntmss.info/instlogos/KoeBibl_Daenemark02.png","Royal Danish Library","","apP †",
1399.0,2010.0,"XIV",32010.0,"",2010.0,"g","","",1300.0,"Ireland",2289.0,"XIV","http://www.tcd.ie/","Dublin","",0.0,8.0,"","Ms. 373, p. 151-166","","Trinity College","","R 8,23-14,10",
1099.0,2011.0,"XI",32011.0,"",2011.0,,,,,"France",2290.0,"XII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,199.0,"","Suppl. Gr. 1264","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","pK †",
1099.0,2011.0,"XI",32011.0,"",2011.0,,,,,"Greece",2893.0,"XIV","https://www.monastiria.gr/meteora-great-meteoron-monastery/?lang=en","Meteora","",0.0,9.0,"","503, 9 fol.","","Great Meteoron Monastery","39.7217044,21.6305896","R 1,5-3,17",
1099.0,2011.0,"XI",32011.0,"",2011.0,"g","","",1000.0,,,,,,,,,,,,,,,
1399.0,2012.0,"XIV",32012.0,"",2012.0,"g","","",1300.0,"Israel",2291.0,"XIV","http://www.jerusalem-patriarchate.info/","Jerusalem","",0.0,195.0,"","Saba 217","http://ntmss.info/instlogos/PJerusalem2.jpg","Greek Orthodox Patriarchate","","pK",
1199.0,2013.0,"XII",32013.0,"",2013.0,"g","","",1100.0,"Greece",2292.0,"XII","http://www.nlg.gr/","Athens","",0.0,109.0,"","EBE 138","","National Library","","pPK †: 2K-1Th",
1499.0,2014.0,"XV",32014.0,"",2014.0,"g","","",1400.0,"Italy",2293.0,"XV","http://www.vallicelliana.it/","Rome","",0.0,93.0,"","D. 20","http://ntmss.info/instlogos/Vallicelliana02.jpg","Biblioteca Vallicelliana","","rK",
1499.0,2015.0,"XV",32015.0,"",2015.0,"g","","",1400.0,"United Kingdom",2294.0,"XV","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,24.0,"","Ms. Barocci 48, fol. 51-74","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","r †",
1499.0,2016.0,"XV",32016.0,"",2016.0,"g","","",1400.0,"United Kingdom",2295.0,"XV","http://www.bl.uk/","London","",0.0,24.0,"","Harley 5678, fol. 221-244","https://www.bl.uk/britishlibrary/resources/global/images/bl_logo_100.gif","British Library","51.5293496,-0.1275516","r",
1499.0,2017.0,"XV",32017.0,"",2017.0,"g","","",1400.0,"Germany",2296.0,"XV","","Dresden","",0.0,16.0,"","A 124","","Sächsische Landesbibliothek","","r",
1399.0,2018.0,"um 1300",32018.0,"",2018.0,"g","","",1300.0,"Austria",2297.0,"um 1300","http://www.onb.ac.at/","Wien","",0.0,32.0,"","Theol. gr. 307, fol. 142-173","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","rK",
1299.0,2019.0,"XIII",32019.0,"",2019.0,"g","","",1200.0,"Italy",2298.0,"XIII","","Naples","",0.0,56.0,"","Cod. Neapol. ex Vind. 11","","Biblioteca Nazionale ","","rK †",
1499.0,2020.0,"XV",32020.0,"",2020.0,"g","","",1400.0,"Vatican City",2299.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,25.0,"","Vat. gr. 579, fol. 22-46","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","r",
1499.0,2021.0,"XV",32021.0,"",2021.0,"g","","",1400.0,"Vatican City",2300.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,70.0,"","Reg. gr. 68","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","r",
1399.0,2022.0,"XIV",32022.0,"",2022.0,"g","","",1300.0,"Vatican City",2301.0,"XIV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,6.0,"","Barb. gr. 474, fol. 224-229","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rPK",
1499.0,2023.0,"XV",32023.0,"",2023.0,"g","","",1400.0,"Russia",2302.0,"XV","https://en.shm.ru","Moscow","",0.0,59.0,"","Sinod. gr. 66 (Vlad. 155), fol. 405-463","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","rK",
1499.0,2024.0,"XV",32024.0,"",2024.0,"g","","",1400.0,"Russia",2303.0,"XV","https://en.shm.ru","Moscow","",0.0,36.0,"","Sinod. gr. 205 (Vlad. 391), fol. 53-88","http://ntmss.info/instlogos/Logo_Staatl.Hist.Mus.Moskau.jpg","State Historical Museum","","r",
1499.0,2025.0,"XV",32025.0,"",2025.0,"g","","",1400.0,"France",2304.0,"XV","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,36.0,"","Gr. 19, fol. 91-126","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","r",
1499.0,2026.0,"XV",32026.0,"",2026.0,"g","","",1400.0,"France",2305.0,"XV","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,83.0,"","Suppl. Gr. 99","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","rK",
1299.0,2027.0,"XIII",32027.0,"",2027.0,"g","","",1200.0,"France",2306.0,"XIII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,13.0,"","Gr. 491, fol. 281-293","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","r †",
1422.0,2028.0,1422.0,32028.0,"",2028.0,"g","","",1422.0,"France",2307.0,"XV","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,119.0,"","Gr. 239","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","rK",
1599.0,2029.0,"XVI",32029.0,"",2029.0,"g","","",1500.0,"France",2308.0,"XVI","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,294.0,"","Gr. 241","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","rK",
1199.0,2030.0,"XII",32030.0,"",2030.0,"g","","",1100.0,"Russia",2309.0,"XII","https://www.msu.ru/en/info/struct/depts/library.html","Moscow","",0.0,7.0,"","Gr. 1, fol. 203-209","","Moscow State University Library","","rP",
1301.0,2031.0,1301.0,32031.0,"",2031.0,"g","","",1301.0,"Vatican City",2310.0,"XIV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,111.0,"","Vat. gr. 1743","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1099.0,2032.0,"XI",32032.0,"",2032.0,"g","","",1000.0,"Vatican City",2311.0,"XI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,19.0,"","Vat. gr. 1904 II, fol. 264-282","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rPK",
1599.0,2033.0,"XVI",32033.0,"",2033.0,"g","","",1500.0,"Vatican City",2312.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,180.0,"","Chig. R IV 8","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1599.0,2034.0,"XVI",32034.0,"",2034.0,"g","","",1500.0,"Italy",2313.0,"XVI","","Rome","",0.0,97.0,"","Cors. 838 (41.E.37)","","Biblioteca dell' Accademia Nazionale die Lincei","","rK",
1599.0,2035.0,"XVI",32035.0,"",2035.0,"g","","",1500.0,"Italy",2314.0,"XVI","http://www.bml.firenze.sbn.it/","Florence","",0.0,363.0,"","Pluteo    VII. 9","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","rK",
1399.0,2036.0,"XIV",32036.0,"",2036.0,"g","","",1300.0,"Vatican City",2315.0,"XIV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,207.0,"","Vat. gr. 656","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
1399.0,2037.0,"XIV",32037.0,"",2037.0,"g","","",1300.0,"Germany",2316.0,"XIV","http://www.bsb-muenchen.de","München","",0.0,169.0,"","Cod. graec. 544","http://ntmss.info/instlogos/LogoBSB_02.jpg","Bayerische Staatsbibliothek (BSB)","48.1468613,11.5802694","rK",
1599.0,2038.0,"XVI",32038.0,"",2038.0,"g","","",1500.0,"Germany",2317.0,"XVI","http://www.bsb-muenchen.de","München","",0.0,83.0,"","Cod. graec. 23, fol. 333-415","http://ntmss.info/instlogos/LogoBSB_02.jpg","Bayerische Staatsbibliothek (BSB)","48.1468613,11.5802694","rK",
1199.0,2039.0,"XII",32039.0,"",2039.0,"g","","",1100.0,"Germany",6443.0,"XII","","Dresden","",0.0,16.0,"","A 95 (zerstört)","","Sächsische Landesbibliothek","","r",
0.0,2040.0,"",32040.0,"",2040.0,"grc","","",0.0,,,,,,,,,,,,,,,""
1399.0,2041.0,"XIV",32041.0,"",2041.0,"g","","",1300.0,"United Kingdom",2319.0,"XIV","http://www.bl.uk/","London","",0.0,22.0,"","Add. 39612","https://www.bl.uk/britishlibrary/resources/global/images/bl_logo_100.gif","British Library","51.5293496,-0.1275516","r",
1399.0,2042.0,"XIV",32042.0,"",2042.0,"g","","",1300.0,"Italy",2320.0,"XIV","","Naples","",0.0,27.0,"","Ms. II. A. 10, fol. 117-143","","Biblioteca Nazionale ","","rK",
1499.0,2043.0,"XV",32043.0,"",2043.0,"g","","",1400.0,"Russia",2321.0,"XV","http://www.nlr.ru/","St. Petersburg","",0.0,25.0,"","Ф. № 906 /Gr. 129","http://ntmss.info/instlogos/RussNationalBib2.jpg","National Library of Russia","","rK",
1560.0,2044.0,1560.0,32044.0,"",2044.0,"g","","",1560.0,"Austria",2322.0,"XVI","http://www.onb.ac.at/","Wien","",0.0,120.0,"","Theol. gr. 69","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","rK",
1399.0,2045.0,"XIV",32045.0,"",2045.0,"g","","",1300.0,"Austria",2323.0,"XIV","http://www.onb.ac.at/","Wien","",0.0,83.0,"","Theol. gr. 163","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","rK",
1599.0,2046.0,"XVI",32046.0,"",2046.0,"g","","",1500.0,"Austria",2324.0,"XVI","http://www.onb.ac.at/","Wien","",0.0,152.0,"","Theol. gr. 220","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","rK",
1543.0,2047.0,1543.0,32047.0,"",2047.0,"g","","",1543.0,"France",2325.0,"XVI","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,161.0,"","Gr. 240","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","rK",
1099.0,2048.0,"XI",32048.0,"",2048.0,"g","","",1000.0,"France",2326.0,"XI","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,22.0,"","Coislin Grec 256, fol. 207-228","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","r",
1599.0,2049.0,"XVI",32049.0,"",2049.0,"g","","",1500.0,"Greece",2327.0,"XVI","https://www.hellenicparliament.gr/en/Vouli-ton-Ellinon/I-Bibliothiki/","Athens","",0.0,23.0,"","45, fol. 232-254","https://www.hellenicparliament.gr/images/logo_en.gif","Hellenic Parliament Library","","r",
1107.0,2050.0,1107.0,32050.0,"",2050.0,"g","","",1107.0,"Spain",2328.0,"XII","http://es.wikipedia.org/wiki/Real_Biblioteca_de_San_Lorenzo_de_El_Escorial","Escorial","",0.0,7.0,"","X.III.06, fol. 235-241","","Real Biblioteca del Monasterio de El Escorial","","rP",
1599.0,2051.0,"XVI",32051.0,"",2051.0,"g","","",1500.0,"Spain",2329.0,"XVI","http://www.bne.es/es/Inicio/","Madrid","",0.0,83.0,"","4750, fol. 303-385","http://ntmss.info/instlogos/BNE.gif","Biblioteca Nacional de España","","rK",
1599.0,2052.0,"XVI",32052.0,"",2052.0,"g","","",1500.0,"Italy",2330.0,"XVI","http://www.bml.firenze.sbn.it/","Florence","",0.0,32.0,"","Pluteo    VII. 29, fol. 193-224","http://ntmss.info/instlogos/Laurenziana.gif","Biblioteca Medicea Laurenziana","","rPK",
1299.0,2053.0,"XIII",32053.0,"",2053.0,"g","","",1200.0,"Italy",2331.0,"XIII","","Messina","",0.0,138.0,"","S. Salv. 99","","Biblioteca Regionale Universitaria","","rK",
1499.0,2054.0,"XV",32054.0,"",2054.0,"g","","",1400.0,"Italy",2332.0,"XV","http://www.cedoc.mo.it/estense/","Modena","",0.0,125.0,"","α. W. 4. 21 (Puntoni 154) fol. 122-246","http://ntmss.info/instlogos/Logo_EstenseModena.jpg","Biblioteca Estense Universitaria ","","rK",
1499.0,2055.0,"XV",32055.0,"",2055.0,"g","","",1400.0,"Italy",2333.0,"XV","http://www.cedoc.mo.it/estense/","Modena","",0.0,63.0,"","α. V. 8. 14 (Puntoni 190) fol. 319-381","http://ntmss.info/instlogos/Logo_EstenseModena.jpg","Biblioteca Estense Universitaria ","","rK",
1399.0,2056.0,"XIV",32056.0,"",2056.0,"g","","",1300.0,"Italy",2334.0,"XIV","http://www.bibliotecaangelica.beniculturali.it/","Rome","",0.0,86.0,"","Ang. gr. 57, fol. 1-86","http://ntmss.info/instlogos/Logo_BibliotecaAngelicaRom.jpg","Biblioteca Angelica","","rK",
1499.0,2057.0,"XV",32057.0,"",2057.0,"g","","",1400.0,"Italy",2335.0,"XV","http://www.bibliotecaangelica.beniculturali.it/","Rome","",0.0,35.0,"","Ang. gr. 32, fol. 171-205","http://ntmss.info/instlogos/Logo_BibliotecaAngelicaRom.jpg","Biblioteca Angelica","","r",
1399.0,2058.0,"XIV",32058.0,"",2058.0,"g","","",1300.0,"Vatican City",2336.0,"XIV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,28.0,"","Chig. R V 33, fol. 44-71","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","rK",
